Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
if (newCount > initialCount),Chrome 143.0.7499.170,,,09-01-2026 19:09:03,09-01-2026 19:09:03,0.008s,PASSED
closeBrowser(),Chrome 143.0.7499.170,,,09-01-2026 19:09:03,09-01-2026 19:09:03,0.300s,PASSED
,,,,,,,
Test Cases/Notification/Triggers/TC_NOTIF_TRIG_004_PropertyBuy,Chrome 143.0.7499.170,Verify notification is created when user contacts seller about property for sale,,09-01-2026 19:09:03,09-01-2026 19:09:37,34.432s,PASSED
notif = new notification.NotificationHelper(),Chrome 143.0.7499.170,,,09-01-2026 19:09:03,09-01-2026 19:09:03,0.002s,PASSED
notif.loginAsReviewUser(),Chrome 143.0.7499.170,,,09-01-2026 19:09:03,09-01-2026 19:09:12,9.430s,PASSED
notif.navigateToNotifications(),Chrome 143.0.7499.170,,,09-01-2026 19:09:12,09-01-2026 19:09:15,2.905s,PASSED
initialCount = notif.getNotificationCount(),Chrome 143.0.7499.170,,,09-01-2026 19:09:15,09-01-2026 19:09:16,0.276s,PASSED
comment(Initial notification count: $initialCount),Chrome 143.0.7499.170,,,09-01-2026 19:09:16,09-01-2026 19:09:16,0.004s,PASSED
"navigateToUrl(""http://localhost:5173/buy"")",Chrome 143.0.7499.170,,,09-01-2026 19:09:16,09-01-2026 19:09:16,0.204s,PASSED
delay(3),Chrome 143.0.7499.170,,,09-01-2026 19:09:16,09-01-2026 19:09:19,3.006s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Property/propertyCard""), 10)",Chrome 143.0.7499.170,,,09-01-2026 19:09:19,09-01-2026 19:09:19,0.281s,PASSED
"if (!(verifyElementPresent(findTestObject(""Object Repository/Property/propertyCard""), 5, OPTIONAL)))",Chrome 143.0.7499.170,,,09-01-2026 19:09:19,09-01-2026 19:09:19,0.294s,PASSED
"click(findTestObject(""Object Repository/Property/propertyCard""))",Chrome 143.0.7499.170,,,09-01-2026 19:09:19,09-01-2026 19:09:20,0.489s,PASSED
delay(2),Chrome 143.0.7499.170,,,09-01-2026 19:09:20,09-01-2026 19:09:22,2.020s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Property/contactAgentButton""), 10)",Chrome 143.0.7499.170,,,09-01-2026 19:09:22,09-01-2026 19:09:22,0.341s,PASSED
"click(findTestObject(""Object Repository/Property/contactAgentButton""))",Chrome 143.0.7499.170,,,09-01-2026 19:09:22,09-01-2026 19:09:23,0.497s,PASSED
delay(1),Chrome 143.0.7499.170,,,09-01-2026 19:09:23,09-01-2026 19:09:24,1.011s,PASSED
"setText(findTestObject(""Object Repository/Property/contactNameInput""), ""Test User Buy"")",Chrome 143.0.7499.170,,,09-01-2026 19:09:24,09-01-2026 19:09:25,1.197s,PASSED
"setText(findTestObject(""Object Repository/Property/contactEmailInput""), ""testbuy@example.com"")",Chrome 143.0.7499.170,,,09-01-2026 19:09:25,09-01-2026 19:09:26,1.272s,PASSED
"setText(findTestObject(""Object Repository/Property/contactMessageInput""), ""Interested in buying this property"")",Chrome 143.0.7499.170,,,09-01-2026 19:09:26,09-01-2026 19:09:28,1.364s,PASSED
"click(findTestObject(""Object Repository/Property/sendMessageButton""))",Chrome 143.0.7499.170,,,09-01-2026 19:09:28,09-01-2026 19:09:28,0.748s,PASSED
delay(3),Chrome 143.0.7499.170,,,09-01-2026 19:09:28,09-01-2026 19:09:31,3.012s,PASSED
"comment(""Navigating to home page..."")",Chrome 143.0.7499.170,,,09-01-2026 19:09:31,09-01-2026 19:09:31,0.003s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 143.0.7499.170,,,09-01-2026 19:09:31,09-01-2026 19:09:31,0.159s,PASSED
delay(2),Chrome 143.0.7499.170,,,09-01-2026 19:09:31,09-01-2026 19:09:33,2.012s,PASSED
"comment(""Opening notifications..."")",Chrome 143.0.7499.170,,,09-01-2026 19:09:33,09-01-2026 19:09:33,0.004s,PASSED
notif.navigateToNotifications(),Chrome 143.0.7499.170,,,09-01-2026 19:09:33,09-01-2026 19:09:36,2.847s,PASSED
newCount = notif.getNotificationCount(),Chrome 143.0.7499.170,,,09-01-2026 19:09:36,09-01-2026 19:09:37,0.280s,PASSED
"comment(Initial count: $initialCount, New count: $newCount)",Chrome 143.0.7499.170,,,09-01-2026 19:09:37,09-01-2026 19:09:37,0.004s,PASSED
if (newCount > initialCount),Chrome 143.0.7499.170,,,09-01-2026 19:09:37,09-01-2026 19:09:37,0.009s,PASSED
closeBrowser(),Chrome 143.0.7499.170,,,09-01-2026 19:09:37,09-01-2026 19:09:37,0.656s,PASSED
